product_id,product_name,maker_id,brand_id,category1_id,category2_id,jan_code,release_date,release_date_additional,rating,points,review_count,is_best_cosme,is_rankin_cosme,price_with_tax,net_content,description,ingredients,how_to_use,features,caution,buy_url
10176465,ジューシーラスティングティント,110739,118627,1015,,8809625241223,2019/11/21,2023/6/22,5.0,155,6330,1,0,1320,5.5g,"
なめらかで潤いのあるリップを表現。果汁のシロップのようなカラー感です。時間が経つにつれ凸凹を滑らかに。密着しボリューム感を表現します。",水、オクチルドデカノール、ジメチコン、変性アルコール、アクリレーツコポリマー、ステアリン酸ソルビタン、エチルセルロース、ベヘニルアルコール、ペンチレングリコール、キウイエキス、パパイア果実エキス、グレープフルーツ果実エキス、ココヤシ果実エキス、マンゴー果実エキス、グアバ果実エキス、ポリソルベート60、シリカ、(アクリル酸Na/アクリロイルジメチルタウリンNa)コポリマー、リンゴ酸ジイソステアリル、トリイソステアリン酸ポリグリセリル-2、イソヘキサデカン、ポリソルベート80、ジイソステアリン酸ポリグリセリル-2、オレイン酸ソルビタン、エチルヘキシルグリセリン、BG、EDTA-2Na、フェノキシエタノール、香料、酸化チタン、酸化鉄、赤202、赤227、黄5、赤102、青1,,,,https://www.cosme.com/products/detail.php?product_id=182958
10201634,ウォータリーティントリップ,105,89,1015,,4939553042013,2021/1/21,2023/1/18,4.8,153,3876,1,0,660,,"
塗った瞬間からみずみずしいウォータリーなツヤが魅力のリップ。濡れツヤ感があるのにグロスのような膜感を感じることなく、ペタッとすることもないテクスチャー。元の唇の状態が良いと、朝塗ってお昼頃までツヤ感キープも。",水、ダイマージリノール酸(フィトステリル/イソステアリル/セチル/ステアリル/ベヘニル)、ダイマージリノール酸ダイマージリノレイル、ジフェニルシロキシフェニルトリメチコン、オクチルドデカノール、ラウロイルグルタミン酸ジ(フィトステリル/オクチルドデシル)、水添ポリイソブテン、BG、ジフェニルジメチコン、セテス-10、グリセリン、エタノール、セチルPEG/PPG-10/1ジメチコン、(アクリル酸ヒドロキシエチル/アクリロイルジメチルタウリンNa)コポリマー、イソヘキサデカン、フェノキシエタノール、メチルパラベン、トコフェロール、ポリソルベート60、エチルパラベン、デヒドロ酢酸Na、リン酸2Na、リン酸Na、イソステアリン酸ソルビタン、シメチコン、スクワラン、ハチミツ、ステアリン酸ソルビタン、ステアリン酸グリセリル、ローヤルゼリーエキス、オレイン酸ポリグリセリル-10、セルロースガム、ヒアルロン酸Na、ローズマリー葉エキス、カミツレ花エキス、水溶性コラーゲン、クエン酸、クエン酸Na、(+/-)ジカプリン酸ネオペンチルグリコール、トリイソステアリン酸ポリグリセリル-2、酸化チタン、マイカ、赤227、黄4、青1、水酸化Al、ポリアスパラギン酸Na、シリカ、キサンタンガム、EDTA-2Na、酸化鉄、PVP,,"無香料
無鉱物油",,https://www.cosme.com/products/detail.php?product_id=222347
10216319,YSL ラブシャイン キャンディグレーズ,114,99,1031,1015,4935421761734,2022/1/14,2023/3/24,5.5,143,1419,1,0,5500,,"
圧倒的な発色とツヤを求めるあなたに。
リップトレンドを牽引するYSLが生み出した、全てを高次元で叶える次世代ハイブリッド""シロップリップ""。

唇をヴォリュームアップするグロッシーシェードのリッププランパーと、とろけるような唇をつくるストロベリーピンクやキャラメルナッツから、はじけるようにジューシーなブラッドオレンジまで、フルーツを甘いシロップでコーティングするようなキャンディカラー。スキンケア成分78%配合で、唇に触れた瞬間から1日中リップパックをしているような夢のつけ心地を実現。メイクアップもケア効果も欲しいままに叶え、むっちりヴォリューミィでキャンディのような唇は、思わず味見したくなるような仕上がりに。

2021年12月1日 @cosme SHOPPING世界最速先行予約開始
2021年12月15日 @cosme SHOPPING世界最速先行発売開始
@cosme世界最速先行発売。",,,,,https://www.cosme.com/products/detail.php?product_id=248152
10222606,フルーティーグラムティント,117231,119173,1015,,8809611861664,2022/8/10,2022/9/15,5.1,140,1203,0,1,1980,,"
爽やかな果汁のようなカラーと豊かな光沢で明るく生き生きとした印象を与えるグロウティント。高保湿&高光沢テクスチャーが時間が経っても薄れないツヤを持続させると共に10種類のビタミン果汁が生き生きとした唇を導く100%ビーガンのティントです。",,,,"
1.お肌に異常生じていないかよく注意して使用し、異常のある場合はお使いにならないでください。2.化粧品がお肌に合わないときには、使用を中止し,皮膚科専門医等にご相談されることをお勧めします。3.目に入ったときは、直ちに洗い流してください。4.高温または低温の場所、直射日光の当たる場所、乳幼児の手の届くところには保管しないでください。5.開封後はお早めにご使用ください。",https://www.cosme.com/products/detail.php?product_id=301237
10227326,ケイト リップモンスター スフレマット,5,22,1015,,4973167091418,2022/10/22,2024/5/25,4.7,136,1519,1,0,1650,,"
落ちにくい口紅“リップモンスター”から、ふんわり軽やかマットに仕上がる、スフレタイプが登場。高発色スフレ処方とぼかせるチップで、ひと塗りでふんわり軽やかな仕上がりに。つけたそのままの色が長時間持続。マスクをしても色落ちしにくい。飲み物を飲んでもカップにつきにくい。","ジメチコン、合成フルオロフロゴパイト、イソドデカン、メチルトリメチコン、シリカ、(ジメチコン/ビニルジメチコン)クロスポリマー、トリメチルシロキシケイ酸、(アクリレーツ/ジメチコン)コポリマー、ポリグリセリル-3ポリジメチルシロキシエチルジメチコン、パルミチン酸デキストリン、ジステアルジモニウムヘクトライト、(ジビニルジメチコン/ジメチコン)コポリマー、トリ(カプリル酸/カプリン酸)グリセリル、水、炭酸プロピレン、(C12,13)パレス-23、(C12,13)パレス-3、フェノキシエタノール、メチルパラベン、エチルパラベン、(+/-)酸化チタン、酸化鉄、水酸化Al、黄4、青1、赤202、赤226",,,,https://www.cosme.com/products/detail.php?product_id=274320
10220305,リップコンフォートオイル,86,62,1031,1016,3666057037429,2022/4/27,2024/4/25,5.4,134,1077,0,1,3850,7mL,"
リニューアル発売
新しくなった3種のプラントカクテル*と、たっぷりのトリートメント成分がくちびるを優しく包みこむ。べたつかないさらっとしたオイルが心地よく、長時間保湿。唇をふっくらと演出し、ほんのり色づくツヤめきリップ。03、04、05、08、10は、唇の水分量に反応し、あなたにピッタリのカラーに変化。
*ホホバ種子油、ヘーゼルナッツ種子油、ロサルビギノサ種子油(すべて保護成分)",,"
唇の中央から全体にひろげるようにつけます。これだけでつけると、唇がほんのり色づき、ツヤが出ます。そしてリップケア効果を感じます。リップの上に重ねると、ふっくら感と、ツヤを与え、心地よさを感じます。ほとんど透明な仕上がりなのでナイトケアにも最適です。翌朝、柔らかくて、より美しく、いきいきとした唇を感じます。",,,"javascript:tb_show('','/dialog/shopping-link/index/productId/10220305?KeepThis=true&TB_iframe=true&height=240&width=386')"
10220624,ディオール アディクト リップスティック,72,46,1015,,3348901609760,2022/4/8,2024/4/12,5.5,126,959,1,1,4620,,"
センセーショナルな輝きを叶えるシェードで唇を美しく彩る、アクセサリーのようにデザインされた究極のシャインリップスティック。鮮やかな発色、艶やかなシャインエフェクト、1日中保湿をしながら6時間続く仕上がりを叶える新フォーミュラには、優れた保湿効果をもたらすジャスミンフラワーワックスを配合。ケースは、ロゴがエンボスされた、艶やかに光るブラックケースと、トップに輝くシルバーパール。エコデザインの一環として、環境への影響を減らすために全てリフィル式です。",,,,,"javascript:tb_show('','/dialog/shopping-link/index/productId/10220624?KeepThis=true&TB_iframe=true&height=240&width=386')"
10239465,アフターグロー センシュアルシャイン リップスティック,3775,2213,1015,,4535683188890,2023/7/21,2024/3/8,5.4,110,904,0,1,4730,1.5g,"
全16色(一部セミセルフ店舗取り扱いなし)
ひと塗りで唇に立体的な輝きとうるおいを与え、長時間美しい仕上がりをキープします。今までのアフターグローシリーズにも採用されている、唇に潤いを与えるNARS独自のフォーミュラ、モノイハイドレイティングコンプレックス*配合でスムースに伸びる心地よいテクスチャーを実現しました。また、マンゴーバター[マンゴー種子脂](エモリエント)が乾燥した唇をなめらかに整え、シアバター[シアー脂](保湿)がうるおいを保つように開発された新処方、グロー・トゥ・リップフォーミュラを新たに採用し、べたつかず軽いつけ心地を叶え、ふっくらとした印象に仕上げます。光沢感のあるカラーは、重ね付けも自由自在で、シアーからミディアムの発色で、唇を心地よく包み込むように彩ります。*ガーデニアタイテンシス花エキス、ヤシ油",,"
●まっさらな唇に塗って、ふんわりとした光沢感とつややかな輝きを演出します。
●ひと塗りでシアーな発色、重ねてミディアムな発色に調整可能。
●アフターグロー リップシャインを重ねると、更に輝きをプラス。
●中味を2㎜ほど繰り出してご使用ください。",,"
●やわらかい中味のため、出しすぎや落下による衝撃で折れることがあります。
●ご使用後はキャップをきちんと閉めてください。
●日のあたるところや高温・多湿のところに置かないでください。
●保管条件によって、中味表面に透明のオイルが油滴状に出ることがありますが、そのままお使いいただけます。",https://www.cosme.com/products/detail.php?product_id=298133
10215373,ロムアンド デュイフルウォーターティント,110739,118627,1015,,4582356619519,2022/1/20,2022/10/3,4.9,98,1244,1,0,1320,,"
自然でほのかなツヤで“濡れツヤ唇”を演出。塗り重ねても重くなりにくいテクスチャーで、時間が経っても透明感のあるカラーをキープします。カラー展開は、デイリー使いしやすい全5色。パーソナルカラー問わず使いやすいカラーが揃っていますが、01・03・04はイエベ向け、05・08はブルベ向けのトーンとなっています。スケルトンでスクエア型のパッケージもポイントです。","水、ビスジグリセリルポリアシルアジペート-2、グリセリン、ジフェニルジメチコン、ジフェニルシロキシフェニルトリメチコン、ポリグリセリン-3、リンゴ酸ジイソステアリル、水添ポリイソブテン、ポリブテン、トリメチルシロキシフェニルジメチコン、変性アルコール、ポリソルベート60、イソノナン酸イソノニル、ペンチレングリコール、(アクリル酸ヒドロキシエチル/アクリロイルジメチルタウリンNa)コポ
リマー、ラベンダーエキス、ハナハッカ花/葉/茎エキス、ローズマリーエキス、タイムエキス、ステアリン酸グリセリル、ステアリン酸PEG-100、スクワラン、ラウリルPEG-10トリス(トリメチルシロキシ)シリルエチルジメチコン、エチルヘキシルグリセリン、デキストリン、ステビオシド、イソステアリン酸ソルビタン、エチレンジアミンジコハク酸3Na、水酸化Al、ポリアクリル酸アンモニウム、BG、トコフェロール、フェノキシエタノール、香料、リモネン、酸化チタン、黄5、赤227、黄4、青1",,,,https://www.cosme.com/products/detail.php?product_id=253100
10251821,RMK デューイーメルト リップカラー,102763,29,1015,,4973167520536,2024/4/5,,5.6,90,560,0,1,4180,1セット,"
透明感あふれる澄んだツヤと発色のよさ、
さらにその色ツヤのもちまで実現したリップカラー。
濡れたようにつやめきながらもすべらず、唇にぴたりと心地よくフィット。
ふっくらやわらかにうるおわせて、むっちりと湧きあがるような立体感をかなえます。
くすみを秘めたカラーは、どれも肌にすんなりなじんで今のムードをオン。
デイリーに使いやすく、表情に絶妙な存在感をもたらします。
※レフィル 各3,080円(税込)、リップカラーケース 1,100円(税込)、セット価格 各4,180円(税込)",,,ヒアルロン酸,,"javascript:tb_show('','/dialog/shopping-link/index/productId/10251821?KeepThis=true&TB_iframe=true&height=240&width=386')"
10245185,ドラマティックエッセンスルージュ,2,12999,1031,1015,4909978146047,2023/11/21,2024/5/21,5.1,85,1133,1,1,3300,4g,"
全7色
保湿美容成分配合で、落ちにくい×リップケアを叶える美容オイルケアルージュです。濃密美容オイルで唇をコートしてうるおいを閉じ込め、発色をキープし長時間保湿持続。厳選された濃密美容オイル配合。唇にうるおいを与え、つや膜で縦じわを目立たなくさせる保湿美容成分新配合。なめらかなつけ心地と色持ちを叶えるウォーターセンシングテクノロジー搭載。するすると伸びるなめらかなテクスチャー。長時間落ちにくく、つけたての色・つや続く8時間仕上がり持続※データ取得済み。塗り方次第で印象を変える「コントロール発色処方」採用。ほのかなフルーティフローラルの香り。※色・つや・なめらかさ(当社調べ。効果には個人差があります。)

",,"
●中味を2～3mmほどくり出し、直接唇に塗布してお使いください。",,"
●出しすぎや落下などの衝撃により折れることがありますのでご注意ください。
●口紅に直接光があたると、変色する可能性がありますので、ご使用後はキャップをきちんと閉めてください。
●日のあたるところや高温・多湿のところに置かないでください。口紅が柔らかくなり、折れやすくなります。
●キャップを上にして保管してください。","javascript:tb_show('','/dialog/shopping-link/index/productId/10245185?KeepThis=true&TB_iframe=true&height=240&width=386')"
10238996,むちぷるティント,39,68,1015,,4901008316819,,,5.0,80,740,0,1,770,,"
2023年5月下旬発売
とろけて潤うむっちりぷるぷる唇に！色モチもツヤ感もボリュームUP(※メイクアップ効果)もぜーんぶ叶えるティントティント処方で発色長持ちプランパー効果※メイクアップ効果によるうるおい持続無香料《むっちりぷるぷる唇になれるワケ》【プランパー効果】縦じわカバーでむっちりぷるぷる唇に※メイクアップ効果による【とろけて密着】するするとムラなく塗れる使用感【リップクリームいらずの保湿感】6種の美容保湿成分配合　(ワセリン、ヒアルロン酸、コラーゲン、アルガンオイル(アルガニアスピノサ核油)、ハチミツ、シアバター)",,,,"
・清涼感のある使い心地です。
・大変やわらかい中身ですので、1㎜程度くり出して、ゆっくりやさしく塗布してください。
・一度繰り出した中身は戻りませんので、出し過ぎにご注意ください。
・製造上の特性により、開封時にリップ表面に白い色素模様が発生することがありますが、品質上問題はございません。また、一度製品を使用すると色素模様はなくなりますので、そのまま安心してお使いください。",https://www.cosme.com/products/detail.php?product_id=297099
10199071,ルージュ アリュール ラック,94,93,1015,,,2020/10/23,2024/3/1,5.7,77,986,0,0,4620,5.5ml,"
鮮やかな発色、つや、うるおいが長時間続くリクィッド リップカラー。唇と一体化した膜が、動き、摩擦、水分に負けず、色とつやを長時間持続。高い保湿効果も併せ持ち、心地よさで唇を包み込みます。キャップを開けずに色がわかる、ブラックラッカーとシェードが織りなすグラデーションの美しいパッケージ。",,"
付属のアプリケーターを使い、直接唇に塗ります。はっきりと輪郭を取りたい場合は、アプリケーターの平らな面を使って唇の内側にのせ、次に、アプリケーターの先端を使い、唇の輪郭を描きます。インテンスな仕上がりにしたい場合は、少し乾かしてから、重ねてのせてください。",,,
10235532,テクノサテン ジェル リップスティック,191,21256,1015,,4514254101025,2023/5/1,2023/10/1,5.2,75,831,0,0,3960,3.3g,"
唇とひとつに溶け合う、心地よい使用感。なめらかでリッチな発色とうるおいがずっと続くリップスティック。","リンゴ酸ジイソステアリル,ジフェニルシロキシフェニルトリメチコン,ポリエチレン,トリイソステアリン酸ポリグリセリル-2,オクチルドデカノール,トリメチルペンタフェニルトリシロキサン,水添ポリデセン,水添ポリイソブテン,ジイソステアリン酸グリセリル,セスキイソステアリン酸ソルビタン,マイクロクリスタリンワックス,トリイソステアリン,ヒドロキシアパタイト,トリエチルヘキサン酸トリメチロールプロパン,サフラワー油,ベヘン酸グリセリル,メチコン,水酸化Al,テトラデセン,トコフェロール,シリカ,ステアリン酸Ca,テトラヒドロテトラメチルシクロテトラシロキサン,シメチコン,BHT,ジメチコン,ジメチコンクロスポリマー,酸化スズ,(+/-)酸化鉄,酸化チタン,合成金雲母,硫酸Ba,赤202,赤201,青1,赤104(1),黄4,黄5    <M098918-202>",,,,"javascript:tb_show('','/dialog/shopping-link/index/productId/10235532?KeepThis=true&TB_iframe=true&height=240&width=386')"
10248146,モイスチャー グレイズ リップスティック,65,7609,1015,,4973167532522,2024/1/26,2024/7/19,5.5,71,471,1,1,990,,"
揺らめく水面の艶と、じんわりにじむような色彩があふれ出す新リップ。
一般的なリップ処方と比べて、ペースト状・高粘度のオイルを高配合することで、独特の濃密なバームタッチを実現。
とろけるようなテクスチャーで、まろやかな塗り心地に。さらに、むっちりとした仕上がりで、縦ジワもカモフラージュします。
自然由来の球状粉体を配合することで、ワックスがとろけるように崩れ、塗りやすさを叶えます。
さらに、均一で厚みのある塗布膜を形成し、密着力がアップ。濃密なバームタッチでありながらムラ付きを防ぎ、塗りやすさと美しい仕上がりを実現します。
粒径の大きい球状粉体を配合することで、たっぷりの塗布量を叶えながらも透明感は損なわず、にじむような色付きをキープ。
透明感のある絶妙な仕上がりで、明るい色から深みのある色まで、どんなカラーも自然に肌になじみます。
高保湿の艶膜により、唇のうるおいをキープ。※スクワラン、ヒアルロン酸配合。
レフィル式パッケージを、SUQQUのリップスティックでは初採用。2本目からケースをくりかえし使うことができ、高級感と環境への配慮を同時に叶えました。",,,,,https://www.cosme.com/products/detail.php?product_id=321878
10227520,パワーマット リップスティック,3775,2213,1015,,4535683143196,2022/10/14,2024/6/14,5.5,71,608,0,0,4840,1.5g,"
ひと塗りで、瞬時に鮮やかな発色。マットな仕上がりのリップスティック。まるでリキッドリップアイテムのように唇の上で瞬時にとろける質感が、なめらかでこの上ないつけ心地を実現。ワンストロークで、極薄のヴェールをまとったように唇を包み込み、重さを感じさせず、長時間*快適なつけ心地を保ちます。またスリムな形状のリップスティックが緻密に正確なコントロールを可能にしました。*10時間仕上がり持続データ取得済み。仕上がりには個人差があります。
",,,,,https://www.cosme.com/products/detail.php?product_id=272068
